Year,SeriesCode,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2018,VC_VOV_GDSD,Montenegro,_T,AGE,URBAN,FEMALE,1.1
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Montenegro,_T,AGE,ALLAREA,FEMALE,1.0
2018,VC_VOV_GDSD,Montenegro,_T,DIS,RURAL,FEMALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,DIS,ALLAREA,MALE,0.5
2018,VC_VOV_GDSD,Montenegro,_T,DIS,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Montenegro,_T,ALL,RURAL,BOTHSEX,3.85
2018,VC_VOV_GDSD,Montenegro,_T,DIS,URBAN,BOTHSEX,0.4
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,URBAN,BOTHSEX,1.05
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,ALLAREA,BOTHSEX,2.5
2019,VC_VOV_GDSD,Serbia,_T,ETHI,RURAL,FEMALE,1.0
2019,VC_VOV_GDSD,Serbia,_T,RELIGION,RURAL,FEMALE,0.4
2019,VC_VOV_GDSD,Serbia,_T,SEXO,URBAN,FEMALE,0.5
2019,VC_VOV_GDSD,Serbia,_T,RELIGION,ALLAREA,FEMALE,0.7
2019,VC_VOV_GDSD,Belarus,PD,ALL,ALLAREA,FEMALE,16.5
2019,VC_VOV_GDSD,Belarus,PWD,SEX,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Belarus,_T,SEXO,URBAN,FEMALE,0.1
2019,VC_VOV_GDSD,Belarus,PD,SEXO,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Belarus,PD,RELIGION,ALLAREA,FEMALE,3.3
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,URBAN,FEMALE,1.6
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,URBAN,FEMALE,2.7
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,URBAN,FEMALE,0.4
2018,VC_VOV_GDSD,Montenegro,_T,ALL,URBAN,FEMALE,6.9
2018,VC_VOV_GDSD,Montenegro,_T,SEX,RURAL,FEMALE,0.8
2018,VC_VOV_GDSD,Montenegro,_T,AGE,URBAN,BOTHSEX,0.7
2018,VC_VOV_GDSD,Montenegro,_T,DIS,RURAL,BOTHSEX,0.4
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,ALLAREA,BOTHSEX,1.0
2018,VC_VOV_GDSD,Montenegro,_T,AGE,RURAL,BOTHSEX,0.65
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,RURAL,BOTHSEX,0.05
2019,VC_VOV_GDSD,Serbia,_T,DIS,RURAL,FEMALE,0.4
2019,VC_VOV_GDSD,Serbia,_T,SEX,RURAL,FEMALE,2.0
2019,VC_VOV_GDSD,Serbia,_T,ALL,ALLAREA,FEMALE,6.9
2019,VC_VOV_GDSD,Serbia,_T,ETHI,URBAN,FEMALE,1.8
2019,VC_VOV_GDSD,Belarus,_T,AGE,URBAN,MALE,1.6
2019,VC_VOV_GDSD,Belarus,_T,MIG,ALLAREA,BOTHSEX,0.2
2019,VC_VOV_GDSD,Belarus,_T,MIG,ALLAREA,MALE,0.1
2019,VC_VOV_GDSD,Belarus,_T,SEXO,RURAL,BOTHSEX,0.0
2019,VC_VOV_GDSD,Belarus,_T,DIS,RURAL,FEMALE,0.5
2019,VC_VOV_GDSD,Belarus,_T,MIG,RURAL,BOTHSEX,0.15
2019,VC_VOV_GDSD,Belarus,_T,DIS,RURAL,MALE,1.8
2019,VC_VOV_GDSD,Belarus,_T,ALL,RURAL,FEMALE,2.4
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,ALLAREA,BOTHSEX,0.5
2019,VC_VOV_GDSD,Belarus,_T,SEX,ALLAREA,MALE,0.6
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,URBAN,BOTHSEX,2.65
2018,VC_VOV_GDSD,Montenegro,_T,SEX,URBAN,BOTHSEX,1.65
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,URBAN,BOTHSEX,3.25
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,ALLAREA,MALE,2.9
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,ALLAREA,FEMALE,1.4
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,ALLAREA,MALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,URBAN,MALE,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,RURAL,MALE,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,RURAL,MALE,3.7
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,RURAL,MALE,0.4
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,RURAL,MALE,0.1
2019,VC_VOV_GDSD,Belarus,_T,SEX,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Belarus,_T,SEX,ALLAREA,BOTHSEX,0.9
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,RURAL,MALE,0.7
2019,VC_VOV_GDSD,Belarus,_T,DIS,URBAN,BOTHSEX,0.95
2019,VC_VOV_GDSD,Belarus,_T,DIS,ALLAREA,BOTHSEX,0.95
2019,VC_VOV_GDSD,Belarus,PWD,MIG,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Belarus,PD,OTHER,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Belarus,PD,SEX,ALLAREA,FEMALE,3.5
2019,VC_VOV_GDSD,Belarus,PWD,AGE,ALLAREA,FEMALE,1.7
2019,VC_VOV_GDSD,Belarus,_T,SEXO,RURAL,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,SEX,ALLAREA,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,AGE,URBAN,MALE,0.3
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,ALLAREA,MALE,3.1
2018,VC_VOV_GDSD,Montenegro,_T,DIS,RURAL,MALE,0.8
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,ALLAREA,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Montenegro,_T,SEX,RURAL,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,URBAN,MALE,0.1
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,ALLAREA,MALE,0.8
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,RURAL,MALE,1.2
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,URBAN,MALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,URBAN,BOTHSEX,2.9
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,RURAL,BOTHSEX,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,URBAN,BOTHSEX,0.45
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,URBAN,BOTHSEX,1.0
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,URBAN,BOTHSEX,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,ALLAREA,BOTHSEX,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,URBAN,MALE,0.1
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,RURAL,MALE,0.1
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,RURAL,MALE,0.1
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,ALLAREA,FEMALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,ALLAREA,MALE,0.5
2019,VC_VOV_GDSD,Belarus,_T,OTHER,RURAL,BOTHSEX,0.6
2019,VC_VOV_GDSD,Belarus,_T,MIG,RURAL,MALE,0.2
2019,VC_VOV_GDSD,Belarus,_T,OTHER,URBAN,MALE,0.4
2019,VC_VOV_GDSD,Belarus,_T,AGE,ALLAREA,FEMALE,1.8
2019,VC_VOV_GDSD,Belarus,_T,AGE,ALLAREA,BOTHSEX,1.7
2019,VC_VOV_GDSD,Belarus,_T,OTHER,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Belarus,_T,OTHER,RURAL,FEMALE,0.7
2019,VC_VOV_GDSD,Belarus,_T,DIS,ALLAREA,MALE,1.3
2014,VC_VOV_GDSD,Canada,_T,OTHER,ALLAREA,FEMALE,4.2
2014,VC_VOV_GDSD,Canada,PD,OTHER,ALLAREA,BOTHSEX,7.2
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,ALLAREA,FEMALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,ALLAREA,FEMALE,0.7
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,ALLAREA,FEMALE,0.9
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,ALLAREA,FEMALE,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,ALLAREA,FEMALE,0.6
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,ALLAREA,FEMALE,2.6
2018,VC_VOV_GDSD,Montenegro,_T,SEX,URBAN,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,URBAN,MALE,3.7
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,URBAN,MALE,3.8
2018,VC_VOV_GDSD,Montenegro,_T,ALL,URBAN,MALE,7.2
2018,VC_VOV_GDSD,Montenegro,_T,SEX,ALLAREA,FEMALE,2.5
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,RURAL,BOTHSEX,4.55
2014,VC_VOV_GDSD,Canada,_T,OTHER,RURAL,BOTHSEX,2.53
2014,VC_VOV_GDSD,Canada,_T,SEX,RURAL,BOTHSEX,2.4
2014,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,MALE,12.0
2014,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,FEMALE,14.5
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,RURAL,BOTHSEX,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,URBAN,FEMALE,2.4
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,RURAL,FEMALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,URBAN,FEMALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,URBAN,FEMALE,0.4
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,ALLAREA,MALE,3.6
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,RURAL,FEMALE,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,ALLAREA,MALE,0.1
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,ALLAREA,MALE,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,ALLAREA,MALE,2.0
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,RURAL,MALE,2.3
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,URBAN,MALE,0.2
2014,VC_VOV_GDSD,Canada,_T,AGE,ALLAREA,FEMALE,3.3
2014,VC_VOV_GDSD,Canada,_T,SEXO,ALLAREA,BOTHSEX,0.8
2014,VC_VOV_GDSD,Canada,PD,RELIGION,ALLAREA,BOTHSEX,3.0
2014,VC_VOV_GDSD,Canada,_T,SEXO,ALLAREA,MALE,0.6
2014,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,FEMALE,2.0
2018,VC_VOV_GDSD,Montenegro,_T,RELIGION,URBAN,FEMALE,1.6
2018,VC_VOV_GDSD,Montenegro,_T,DIS,URBAN,FEMALE,0.4
2018,VC_VOV_GDSD,Montenegro,_T,SEX,URBAN,FEMALE,3.3
2018,VC_VOV_GDSD,Montenegro,_T,ALL,ALLAREA,FEMALE,5.6
2018,VC_VOV_GDSD,Montenegro,_T,ALL,RURAL,MALE,5.0
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,ALLAREA,BOTHSEX,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,RURAL,BOTHSEX,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,URBAN,BOTHSEX,0.15
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,RURAL,BOTHSEX,1.5
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,URBAN,BOTHSEX,0.7
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,URBAN,BOTHSEX,0.2
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,MALE,1.8
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,BOTHSEX,3.5
2014,VC_VOV_GDSD,Canada,_T,ALL,URBAN,BOTHSEX,13.9
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,FEMALE,1.6
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,ALLAREA,BOTHSEX,6.9
2018,VC_VOV_GDSD,Montenegro,_T,ETHI,RURAL,FEMALE,0.8
2018,VC_VOV_GDSD,Montenegro,_T,SEXO,RURAL,MALE,0.0
2018,VC_VOV_GDSD,Montenegro,_T,OTHER,URBAN,MALE,0.5
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,FEMALE,7.9
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,BOTHSEX,9.2
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,RURAL,BOTHSEX,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,RURAL,FEMALE,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,SEXO,URBAN,FEMALE,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,RURAL,FEMALE,0.9
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,RURAL,MALE,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,URBAN,MALE,1.3
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,FEMALE,5.3
2014,VC_VOV_GDSD,Canada,_T,RELIGION,RURAL,BOTHSEX,1.29
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,BOTHSEX,1.5
2014,VC_VOV_GDSD,Canada,_T,SEXO,RURAL,BOTHSEX,0.6
2014,VC_VOV_GDSD,Canada,_T,DIS,RURAL,BOTHSEX,1.36
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,URBAN,MALE,0.4
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,RURAL,FEMALE,0.7
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,URBAN,FEMALE,0.1
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,URBAN,FEMALE,0.6
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,URBAN,MALE,1.4
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,ALLAREA,MALE,0.8
2014,VC_VOV_GDSD,Canada,_T,AGE,URBAN,BOTHSEX,2.84
2014,VC_VOV_GDSD,Canada,PD,SEX,ALLAREA,BOTHSEX,6.1
2014,VC_VOV_GDSD,Canada,PD,SEXO,ALLAREA,BOTHSEX,1.8
2014,VC_VOV_GDSD,Canada,PD,DIS,ALLAREA,BOTHSEX,5.4
2014,VC_VOV_GDSD,Canada,PWD,SEXO,ALLAREA,BOTHSEX,0.4
2014,VC_VOV_GDSD,Canada,PWD,DIS,ALLAREA,BOTHSEX,0.2
2014,VC_VOV_GDSD,Canada,PWD,ALL,ALLAREA,BOTHSEX,10.6
2014,VC_VOV_GDSD,Canada,PWD,OTHER,ALLAREA,BOTHSEX,2.4
2014,VC_VOV_GDSD,Canada,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,6.2
2014,VC_VOV_GDSD,Canada,_T,SEXO,URBAN,BOTHSEX,0.78
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,ALLAREA,MALE,0.4
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,URBAN,MALE,3.4
2021,VC_VOV_GDSD,Viet Nam,_T,DIS,RURAL,BOTHSEX,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,ALLAREA,BOTHSEX,0.55
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,ALLAREA,BOTHSEX,0.2
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,RURAL,BOTHSEX,3.2
2014,VC_VOV_GDSD,Canada,PWD,RELIGION,ALLAREA,BOTHSEX,1.7
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,ALLAREA,FEMALE,6.6
2014,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,BOTHSEX,2.0
2014,VC_VOV_GDSD,Canada,_T,OTHER,ALLAREA,MALE,3.0
2014,VC_VOV_GDSD,Canada,_T,SEXO,ALLAREA,FEMALE,0.9
2021,VC_VOV_GDSD,Viet Nam,_T,AGE,ALLAREA,BOTHSEX,1.3
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,ALLAREA,BOTHSEX,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,ALLAREA,BOTHSEX,3.1
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,ALLAREA,BOTHSEX,0.75
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,RURAL,BOTHSEX,0.65
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,URBAN,BOTHSEX,0.85
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,MALE,10.7
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,BOTHSEX,7.6
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,FEMALE,8.4
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,MALE,6.6
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,FEMALE,9.9
2014,VC_VOV_GDSD,Canada,_T,AGE,ALLAREA,BOTHSEX,2.7
2014,VC_VOV_GDSD,Canada,_T,AGE,RURAL,BOTHSEX,1.91
2014,VC_VOV_GDSD,Canada,_T,OTHER,ALLAREA,BOTHSEX,3.6
2014,VC_VOV_GDSD,Canada,_T,RELIGION,URBAN,BOTHSEX,2.2
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,ALLAREA,MALE,7.3
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,MALE,7.5
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),_T,ALL,ALLAREA,BOTHSEX,8.7
2016,VC_VOV_GDSD,New Zealand,PD,GENID,ALLAREA,BOTHSEX,0.4
2016,VC_VOV_GDSD,New Zealand,_T,AGE,ALLAREA,MALE,3.0
2016,VC_VOV_GDSD,New Zealand,_T,ALL,ALLAREA,MALE,14.6
2021,VC_VOV_GDSD,Viet Nam,_T,ALL,RURAL,FEMALE,2.7
2021,VC_VOV_GDSD,Viet Nam,_T,OTHER,ALLAREA,FEMALE,0.5
2021,VC_VOV_GDSD,Viet Nam,_T,SEX,URBAN,FEMALE,1.0
2021,VC_VOV_GDSD,Viet Nam,_T,RELIGION,RURAL,FEMALE,0.3
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,RURAL,FEMALE,0.8
2021,VC_VOV_GDSD,Viet Nam,_T,ETHIO,URBAN,FEMALE,0.4
2016,VC_VOV_GDSD,New Zealand,_T,AGE,ALLAREA,BOTHSEX,3.4
2016,VC_VOV_GDSD,New Zealand,_T,SEX,ALLAREA,BOTHSEX,3.3
2016,VC_VOV_GDSD,New Zealand,_T,RELIGION,ALLAREA,BOTHSEX,1.7
2016,VC_VOV_GDSD,New Zealand,_T,SEXGENID,ALLAREA,MALE,1.4
2014,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,MALE,2.0
2014,VC_VOV_GDSD,Canada,_T,OTHER,URBAN,BOTHSEX,3.84
2014,VC_VOV_GDSD,Canada,_T,SEX,URBAN,BOTHSEX,3.79
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,URBAN,BOTHSEX,7.45
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,MALE,1.3
2016,VC_VOV_GDSD,New Zealand,_T,DISHEA,ALLAREA,BOTHSEX,1.8
2016,VC_VOV_GDSD,New Zealand,PWD,AGE,ALLAREA,BOTHSEX,3.3
2016,VC_VOV_GDSD,New Zealand,_T,DISHEA,ALLAREA,MALE,1.4
2016,VC_VOV_GDSD,New Zealand,PWD,RELIGION,ALLAREA,BOTHSEX,1.6
2014,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,BOTHSEX,13.3
2014,VC_VOV_GDSD,Canada,_T,AGE,ALLAREA,MALE,2.1
2014,VC_VOV_GDSD,Canada,PD,ETHCOLLAN,ALLAREA,BOTHSEX,9.3
2014,VC_VOV_GDSD,Canada,PD,AGE,ALLAREA,BOTHSEX,4.5
2014,VC_VOV_GDSD,Canada,PD,ALL,ALLAREA,BOTHSEX,21.7
2015,VC_VOV_GDSD,Sweden,_T,SEXO,ALLAREA,MALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,FEMALE,9.0
2015,VC_VOV_GDSD,Sweden,_T,SEXO,ALLAREA,FEMALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,FEMALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,FEMALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,FEMALE,3.0
2014,VC_VOV_GDSD,Canada,PWD,SEX,ALLAREA,BOTHSEX,2.7
2014,VC_VOV_GDSD,Canada,PWD,AGE,ALLAREA,BOTHSEX,2.1
2014,VC_VOV_GDSD,Canada,_T,DIS,URBAN,BOTHSEX,1.48
2014,VC_VOV_GDSD,Canada,_T,ALL,RURAL,BOTHSEX,10.0
2020,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,FEMALE,1.6
2020,VC_VOV_GDSD,Canada,_T,ETHCUL,ALLAREA,MALE,4.8
2020,VC_VOV_GDSD,Canada,_T,ETHCUL,ALLAREA,FEMALE,5.2
2020,VC_VOV_GDSD,Canada,_T,LANDIA,ALLAREA,BOTHSEX,2.7
2020,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,BOTHSEX,1.55
2020,VC_VOV_GDSD,Canada,_T,RACECOLR,ALLAREA,BOTHSEX,6.3
2020,VC_VOV_GDSD,Canada,_T,ETHCUL,ALLAREA,BOTHSEX,5.0
2015,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,BOTHSEX,3.0
2015,VC_VOV_GDSD,Sweden,PD,SEXO,ALLAREA,BOTHSEX,1.0
2015,VC_VOV_GDSD,Sweden,PWD,SEXO,ALLAREA,BOTHSEX,4.0
2015,VC_VOV_GDSD,Sweden,PD,SEX,ALLAREA,BOTHSEX,11.0
2015,VC_VOV_GDSD,Sweden,PD,RELIGION,ALLAREA,BOTHSEX,4.0
2015,VC_VOV_GDSD,Sweden,PWD,SEX,ALLAREA,BOTHSEX,17.0
2015,VC_VOV_GDSD,Sweden,PD,ETHCOLLAN,ALLAREA,BOTHSEX,7.0
2015,VC_VOV_GDSD,Sweden,PD,ALL,ALLAREA,BOTHSEX,42.0
2015,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,1.0
2015,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,MALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,MALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,MALE,1.0
2020,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,FEMALE,17.5
2020,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,MALE,13.8
2020,VC_VOV_GDSD,Canada,_T,LANDIA,ALLAREA,MALE,2.7
2020,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,BOTHSEX,15.65
2020,VC_VOV_GDSD,Canada,_T,LANDIA,ALLAREA,FEMALE,2.7
2015,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,MALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,1.0
2015,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,MALE,4.0
2015,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,FEMALE,8.0
2015,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,2.0
2015,VC_VOV_GDSD,Sweden,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,10.0
2015,VC_VOV_GDSD,Sweden,PWD,ALL,ALLAREA,BOTHSEX,39.0
2015,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,2.0
2015,VC_VOV_GDSD,Sweden,_T,SEXO,ALLAREA,BOTHSEX,1.0
2015,VC_VOV_GDSD,Sweden,PWD,DISHEA,ALLAREA,BOTHSEX,2.0
2015,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2015,VC_VOV_GDSD,Sweden,PWD,AGE,ALLAREA,BOTHSEX,12.0
2020,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,MALE,1.5
2020,VC_VOV_GDSD,Canada,_T,RACECOLR,ALLAREA,FEMALE,6.4
2020,VC_VOV_GDSD,Canada,_T,RACECOLR,ALLAREA,MALE,6.2
2015,VC_VOV_GDSD,Chile,_T,ALL,URBAN,BOTHSEX,12.6
2015,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,FEMALE,14.4
2015,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,MALE,10.5
2015,VC_VOV_GDSD,Chile,PD,ALL,ALLAREA,BOTHSEX,16.6
2015,VC_VOV_GDSD,Chile,PWD,ALL,ALLAREA,BOTHSEX,11.4
2015,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,BOTHSEX,12.1
2015,VC_VOV_GDSD,Chile,_T,ALL,RURAL,BOTHSEX,8.6
2017,VC_VOV_GDSD,Chile,PD,ALL,ALLAREA,BOTHSEX,15.1
2017,VC_VOV_GDSD,Chile,PWD,ALL,ALLAREA,BOTHSEX,10.5
2017,VC_VOV_GDSD,Chile,_T,ALL,URBAN,BOTHSEX,11.7
2017,VC_VOV_GDSD,Chile,_T,ALL,RURAL,BOTHSEX,7.6
2017,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,MALE,9.8
2016,VC_VOV_GDSD,New Zealand,PD,OTHER,ALLAREA,BOTHSEX,5.2
2016,VC_VOV_GDSD,New Zealand,_T,OTHER,ALLAREA,MALE,3.6
2016,VC_VOV_GDSD,New Zealand,PD,DISHEA,ALLAREA,BOTHSEX,6.0
2016,VC_VOV_GDSD,New Zealand,PD,ETHRACECOLLAN,ALLAREA,BOTHSEX,11.4
2016,VC_VOV_GDSD,New Zealand,_T,SEXGENID,ALLAREA,BOTHSEX,3.6
2016,VC_VOV_GDSD,New Zealand,PWD,ALL,ALLAREA,BOTHSEX,16.6
2016,VC_VOV_GDSD,New Zealand,_T,SEX,ALLAREA,MALE,1.0
2016,VC_VOV_GDSD,New Zealand,PD,AGE,ALLAREA,BOTHSEX,4.7
2017,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,BOTHSEX,11.2
2017,VC_VOV_GDSD,Chile,_T,ALL,ALLAREA,FEMALE,13.1
2021,VC_VOV_GDSD,Colombia,_T,AGE,ALLAREA,FEMALE,4.4
2021,VC_VOV_GDSD,Colombia,_T,DISHEA,ALLAREA,BOTHSEX,2.7
2021,VC_VOV_GDSD,Colombia,_T,RELIGION,URBAN,BOTHSEX,1.0
2015,VC_VOV_GDSD,Sweden,PWD,RELIGION,ALLAREA,BOTHSEX,3.0
