Year,SeriesCode,Country,Disability status,Sex,Value
2014,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,45.39
2014,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,26.35
2014,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,27.62
2015,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,27.75
2015,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,25.44
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,23.1
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,25.12
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,50.86
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,27.45
2015,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,23.44
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,52.2
2015,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,49.55
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,25.6
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,21.43
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,44.22
2016,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,25.81
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,46.24
2016,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,21.66
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,23.38
2016,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,23.61
2016,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,45.2
2017,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,21.94
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,21.63
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,41.52
2017,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,18.82
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,48.76
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,33.34
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,20.05
2017,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,20.27
2017,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,18.69
2018,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,21.01
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,36.62
2018,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,19.29
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,18.99
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,48.26
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,20.79
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,17.44
2018,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,42.44
2018,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,17.81
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,18.13
2019,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,20.62
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,20.36
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,41.58
2019,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,18.39
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,47.99
2019,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,16.43
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,16.19
2019,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,44.21
2020,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,20.47
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,23.0
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,23.86
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,20.31
2020,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,23.23
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,29.39
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,17.91
2020,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,18.02
2020,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,35.93
2021,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Female,20.87
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Female,20.53
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Male,27.01
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Male,15.28
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons without disability,Both sexes,17.75
2021,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Male,15.55
2021,SL_TLF_UEMDIS_19ICLS,Spain,Total or no breakdown,Both sexes,18.06
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Both sexes,30.95
2021,SL_TLF_UEMDIS_19ICLS,Spain,Persons with disability,Female,35.35
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,8.24
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,21.55
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,19.09
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,24.72
2007,SL_TLF_UEMDIS_19ICLS,Greece,Persons with disability,Female,25.51
2007,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Both sexes,9.9
2007,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Female,13.94
2007,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Male,7.01
2008,SL_TLF_UEMDIS_19ICLS,Greece,Total or no breakdown,Male,6.64
2008,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Male,6.32
2008,SL_TLF_UEMDIS_19ICLS,Greece,Total or no breakdown,Both sexes,8.77
2008,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Female,11.79
2008,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Both sexes,8.62
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,7.15
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.72
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,7.69
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.13
2004,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,6.54
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,13.09
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,16.81
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.3
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,6.6
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,6.77
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,5.97
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,6.19
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,10.36
2005,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.4
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,5.56
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,4.82
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,10.54
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,5.39
2008,SL_TLF_UEMDIS_19ICLS,Greece,Total or no breakdown,Female,11.72
2008,SL_TLF_UEMDIS_19ICLS,Greece,Persons with disability,Both sexes,17.69
2008,SL_TLF_UEMDIS_19ICLS,Greece,Persons with disability,Male,24.45
2009,SL_TLF_UEMDIS_19ICLS,Greece,Total or no breakdown,Female,12.91
2009,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Both sexes,9.83
2009,SL_TLF_UEMDIS_19ICLS,Greece,Total or no breakdown,Both sexes,10.14
2009,SL_TLF_UEMDIS_19ICLS,Greece,Persons with disability,Both sexes,47.61
2009,SL_TLF_UEMDIS_19ICLS,Greece,Persons without disability,Female,12.49
2009,SL_TLF_UEMDIS_19ICLS,Greece,Persons with disability,Male,37.8
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,4.69
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,11.0
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,5.18
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,5.03
2006,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,9.97
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,11.88
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,4.9
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,4.4
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,4.74
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,3.74
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,3.94
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,10.66
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,9.7
2007,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,4.22
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,5.92
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,19.71
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,6.49
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,20.68
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,6.32
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,6.13
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,20.2
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,6.13
2008,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,5.68
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.67
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,20.97
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.95
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,8.6
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,8.95
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,9.17
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,19.72
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,20.31
2009,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,8.35
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,19.81
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,16.09
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,7.6
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,7.56
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.89
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.79
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,7.98
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.52
2010,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,24.47
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,29.78
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,7.55
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,24.25
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,34.18
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,7.93
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,6.65
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.53
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,7.12
2011,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.74
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,6.8
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,8.25
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.34
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,7.97
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,23.31
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,7.42
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,18.78
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,21.21
2012,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.82
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.43
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,9.8
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,8.69
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,9.94
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,17.86
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,16.68
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,8.95
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.85
2013,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,18.55
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,39.54
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,8.22
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,8.08
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,8.27
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,36.29
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,34.43
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,8.42
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,8.35
2014,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.93
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,23.37
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,6.99
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,6.9
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,6.81
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,7.08
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.07
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.05
2015,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,20.54
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,22.31
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,28.21
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,6.93
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.15
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,7.15
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.04
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.16
2016,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,6.98
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,6.31
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,6.03
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,28.37
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,6.51
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,6.16
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,5.89
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,23.68
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,6.08
2017,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,18.39
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,6.51
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,34.09
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,6.83
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,6.9
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,6.42
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,6.59
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,6.96
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,33.8
2018,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,33.51
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,6.05
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,5.81
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,5.6
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,5.72
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,31.52
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,22.22
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,14.44
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,5.48
2019,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,5.59
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,28.34
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,7.66
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,7.32
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.51
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,7.16
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,7.48
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,29.83
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,31.57
2020,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.86
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Female,20.97
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Female,7.59
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Both sexes,8.45
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Both sexes,8.26
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Female,7.43
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Both sexes,24.78
2009,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons without disability,Both sexes,15.4
2009,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons with disability,Male,45.46
2009,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons without disability,Male,14.14
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Total or no breakdown,Male,16.7
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Total or no breakdown,Both sexes,17.14
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons with disability,Male,47.06
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons without disability,Female,17.41
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons without disability,Both sexes,16.91
2010,SL_TLF_UEMDIS_19ICLS,Bulgaria,Persons with disability,Both sexes,51.83
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons with disability,Male,28.41
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Total or no breakdown,Male,9.18
2021,SL_TLF_UEMDIS_19ICLS,Sweden,Persons without disability,Male,8.97
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,7.64
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,10.07
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,1.98
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.09
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,2.15
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,1.9
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,1.75
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.4
2007,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,8.67
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,1.88
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,1.91
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,13.44
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,9.83
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,1.58
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.43
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,2.13
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,5.94
2008,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.3
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.73
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,5.75
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,3.32
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,10.53
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.85
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,2.96
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,3.13
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,3.12
2009,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,8.03
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,2.92
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,9.81
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.7
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,2.81
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,11.41
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,2.66
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,8.13
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.48
2010,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,3.1
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.69
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,3.11
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,8.12
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,3.13
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,10.86
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,3.44
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,2.88
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,5.15
2011,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.57
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,3.04
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Female,2.44
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,6.75
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,3.95
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,15.55
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.61
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Both sexes,11.37
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,3.53
2012,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,3.35
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Both sexes,3.25
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Male,5.87
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Female,2.91
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons with disability,Female,7.01
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Total or no breakdown,Male,3.53
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Both sexes,3.16
2013,SL_TLF_UEMDIS_19ICLS,Switzerland,Persons without disability,Male,3.47
