Year,Показатели,Страна,Quantile,Sex,Value
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",China,,BOTHSEX,70.8
2017,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Colombia,,BOTHSEX,40.8
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Colombia,,BOTHSEX,52.5
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Colombia,,BOTHSEX,49.7
2017,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Costa Rica,,BOTHSEX,72.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Costa Rica,,BOTHSEX,58.0
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Costa Rica,,BOTHSEX,60.5
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,BOTHSEX,90.5
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,MALE,83.2
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Hungary,,FEMALE,95.3
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,BOTHSEX,91.0
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,MALE,61.9
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,BOTHSEX,66.7
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,FEMALE,70.9
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,MALE,64.9
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,BOTHSEX,69.2
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,FEMALE,73.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Croatia,,BOTHSEX,56.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Cyprus,,BOTHSEX,61.2
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Cyprus,,BOTHSEX,61.2
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Czechia,,BOTHSEX,88.8
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Czechia,,BOTHSEX,88.8
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Denmark,,BOTHSEX,89.5
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Denmark,,BOTHSEX,89.5
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Estonia,,BOTHSEX,98.4
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Estonia,,BOTHSEX,98.4
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Finland,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Finland,,FEMALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Finland,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Finland,,MALE,100.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",France,,FEMALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",France,,MALE,100.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Georgia,,BOTHSEX,28.6
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Georgia,,BOTHSEX,97.1
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Germany,,BOTHSEX,99.5
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Germany,,BOTHSEX,99.5
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Greece,,BOTHSEX,64.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Hungary,,BOTHSEX,86.2
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Hungary,,BOTHSEX,86.2
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Iceland,,BOTHSEX,81.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",India,,BOTHSEX,22.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",India,,BOTHSEX,24.4
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Ireland,,BOTHSEX,90.1
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Ireland,,BOTHSEX,90.1
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Israel,,BOTHSEX,54.9
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Israel,,BOTHSEX,54.9
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Italy,,BOTHSEX,82.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Japan,,BOTHSEX,75.4
2019,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Japan,,BOTHSEX,76.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Japan,,BOTHSEX,98.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Казахстан,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Казахстан,,MALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Казахстан,,BOTHSEX,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Казахстан,,FEMALE,100.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Republic of Korea,,BOTHSEX,65.7
2019,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Republic of Korea,,BOTHSEX,67.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Republic of Korea,,BOTHSEX,77.3
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Кыргызстан,,BOTHSEX,41.7
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Latvia,,BOTHSEX,96.5
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Latvia,,BOTHSEX,96.5
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Lithuania,,BOTHSEX,92.7
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Lithuania,,BOTHSEX,92.7
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Luxembourg,,BOTHSEX,96.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Mexico,,BOTHSEX,62.4
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Mexico,,BOTHSEX,65.7
2014,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,17.67576
2014,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,46.25669
2015,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,17.10041
2015,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,47.76452
2016,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,17.96038
2016,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,51.28705
2018,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,_T,,15.52557
2018,[World Bank] Proportion of population covered by social assistance programs (%),Türkiye,Q1,,40.27853
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Republic of Moldova,,BOTHSEX,42.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Montenegro,,BOTHSEX,41.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Netherlands (Kingdom of the),,BOTHSEX,97.5
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Netherlands (Kingdom of the),,BOTHSEX,97.5
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",New Zealand,,BOTHSEX,66.6
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",New Zealand,,MALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",New Zealand,,FEMALE,100.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",New Zealand,,BOTHSEX,100.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Norway,,BOTHSEX,95.8
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Norway,,BOTHSEX,95.8
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,BOTHSEX,85.6
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Iceland,,BOTHSEX,71.4
2000,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",India,,BOTHSEX,7.0
2016,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",India,,BOTHSEX,25.2
2020,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",India,,BOTHSEX,42.5
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,FEMALE,54.3
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,BOTHSEX,70.4
2013,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,MALE,89.2
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,BOTHSEX,71.3
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Poland,,BOTHSEX,84.9
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Poland,,BOTHSEX,84.9
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Portugal,,BOTHSEX,90.2
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Portugal,,BOTHSEX,90.2
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Romania,,BOTHSEX,95.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Romania,,BOTHSEX,95.0
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Serbia,,BOTHSEX,39.0
2021,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Serbia,,BOTHSEX,48.0
2016,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Slovakia,,BOTHSEX,92.1
2020,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",Slovakia,,BOTHSEX,92.1
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,MALE,90.1
2014,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",Ireland,,FEMALE,55.1
